Cod Forn	Item	Unid	Qtde	DESCRIÇÃO	Vlr.Unit.	Vlr.Total	DATA EMISSÃO	Nº Cotação:	Cond. Pagto	TIPO	Posto	Prazo	Validade	Status Pedido	Estoque	observação	Nota Fornecedor
2106	1	PC	1	Serviço em torno aço - placa + flange - imp 	2165	2165	40626	120	30 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Sim		
2013	1	Pc	1	Cadeado haste longa 35 x 75 mm 	18.9	18.9	40626	121	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2007	1	Pc	1	Martelo demolidor HM - 1801 - Makita	4632.5	49632.5	40626	122	28	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2007	1	Pc	1	"Alicate universal 8"" - Belzer"	34.9	34.9	40627	123	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2007	2	Pc	1	"Arco de serra 12"" - Starret"	18.9	18.9	40627	123	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2007	3	Pc	2	Martelo carpinteiro - Tramontina 	17.9	35.8	40627	123	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2007	4	Pc	1	Tesoura cortar chapa - Corneta	44.9	44.9	40627	123	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2007	1	Pc	1	Paquímetro digital 0 - 200 mm - Digimerss	365	365	40627	124	28	DDL	CIF	Imediato	7 dias	Em Aberto	Não		
2013	1	Jg	1	Jogo chave allen abaulada polegada - Gedore	105.9	105.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	2	Jg	1	Jogo chave allen abaulada milimetro - Gedore	95.9	95.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	3	Pc	1	Martelo tipo bola cabo madeira ref. 8601 - 500 g - Gedore	105.6	105.6	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	4	Pc	1	"Chave p/ tubo (grifo) 14"" - Stanley"	85.8	85.8	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	5	Pc	1	"Chave ajustável (inglesa) 10"" - Stanley"	29.9	29.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	6	Pc	1	Alavanca modelo 38A-18 - Gedore	79.9	79.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	7	Jg	1	Jogo saca pino - Gedore	85.9	85.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Não		
2013	8	Jg	1	Jogo chave fenda/phillips - Gedore	34.9	34.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	9	Pc	1	Carrinho modelo TM-7 - Marcon	172.7	172.7	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Não		
2013	10	Pc	1	Paquimetro 200 mm	159	159	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	11	Pc	1	"Talhadeira 12"" com empunhadura - Tramontina "	29.9	29.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	12	Pc	1	Alicate anéis mod. 8000-J3 - Gedore	53.6	53.6	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	13	Pc	1	Alicate anéis mod. 8000-J4 - Gedore	71.9	71.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	14	Pc	1	Alicate anéis mod. 8000-A2 - Gedore	37.2	37.2	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	15	Pc	1	Alicate anéis mod. 8000-J2 - Gedore	37.5	37.5	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	16	Pc	1	Alicate anéis mod. 8000-A21 - Gedore	39.2	39.2	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	17	Pc	1	Alicate anéis mod. 8000-J41 - Gedore	73.8	73.8	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	18	Pc	1	Alicate anéis mod. 8000-J01 - Gedore	68.5	68.5	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	19	Jg	1	Jogo chave combinada 6 a 32 - Tramontina Pro	239.9	239.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	20	Jg	1	Jogo chave combinada 1/4 a 1.1/4 - Tramontina Pro	259.9	259.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	21	Pc	1	Trena aço 5 metros - Starret	12	12	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	22	Pc	1	Relógio comparador 0 - 10 mm com base magnética	150	150	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	23	Pc	1	Vira macho 1/8 a 3/8 	35.8	35.8	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	24	Pc	1	Punção de centro - Gedore	15.9	15.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	25	Pc	1	"Grampo tipo C (sargento) 6"""	31.9	31.9	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	26	Pc	1	Caixa ferramentas com 7 gavetas - Marcon	99	99	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	27	Pc	1	"Torno bancada (morsa) 6"""	209.8	209.8	40627	125	30	DDL	CIF	Imediato a 3 dais	7 dias	Em Aberto	Sim		
2013	1	Pc	42	Cadeado haste longa 35 x 75 mm	18.9	793.8	40627	126	30	DDL	CIF	Imediato	7 dias	Concluido	Não		
2007	1	Pc	3	Broca aço rápido 11/32 - Dormer	12.95	38.85	40630	127	28	DDL	CIF	Imediato a 5 dias	7 dias	Em Aberto	Não		
2007	2	Pc	10	Colher pedreiro n° 8	6.8	68	40630	127	28	DDL	CIF	Imediato a 5 dias	7 dias	Em Aberto	Não		
2007	3	Pc	3	Cossinete 5/8 BSW - OSG	274.9	824.7	40630	127	28	DDL	CIF	Imediato a 5 dias	7 dias	Em Aberto	Não		
2007	4	Jg	2	Jogo macho 1/2 x 12 - Dormer	150.5	301	40630	127	28	DDL	CIF	Imediato a 5 dias	7 dias	Em Aberto	Não		
2007	5	Pc	20	Oleo desingripante spray M1 - Starrett	8.9	178	40630	127	28	DDL	CIF	Imediato a 5 dias	7 dias	Em Aberto	Sim		
2007	1	Pc	2	Chave allen 12 mm - Gedore	15.9	31.8	40630	128	28	DDL	CIF	Imediato	7 dias	Em Aberto	Não		
2007	2	Pc	1	Chave fixa 9/16 x 1/2 	5.5	5.5	40630	128	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2007	3	Pc	1	"Chave biela 9/16"""	15.9	15.9	40630	128	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2007	1	Pc	1	Medidor de ângulos DWM 40 L - Bosch	805.8	805.8	40630	129	28	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2063	1	Pc	1	Extrator eixo piloto. Raven: 722.915	349	349	40630	130	28/56	DDL	CIF	15 dias	10 dias	Em Aberto	Não		
2063	2	Pc	1	Saca rolamentos 3 pernas conj móvel. Raven: 744.006	592	592	40630	130	28/56	DDL	CIF	15 dias	10 dias	Em Aberto	Não		
2063	3	Pc	1	"Alicat anéis (abrir) 9"""	54.7	54.7	40630	130	28/56	DDL	CIF	15 dias	10 dias	Em Aberto	Sim		
2063	4	Pc	1	"Alicate anéis (fechar) 9"""	65.3	65.3	40630	130	28/56	DDL	CIF	15 dias	10 dias	Em Aberto	Sim		
2063	5	Pc	1	Suporte p/ colocação do conjunto móvel. Raven: 700.100	5715	5715	40630	130	28/56	DDL	CIF	15 dias	10 dias	Em Aberto	Não		
2063	6	Jg	1	Jogo chave torx longo	117	117	40630	130	28/56	DDL	CIF	15 dias	10 dias	Em Aberto	Não		
2063	7	Jg	1	Jogo chave allen longo	78.9	78.9	40630	130	28/56	DDL	CIF	15 dias	10 dias	Em Aberto	Sim		
2063	8	Pc	1	Guincho hidráulico 2 ton - Marcon	1960	1960	40630	130	28/56	DDL	CIF	15 dias	10 dias	Em Aberto	Não		
2023	1	Pc	1	Lixadeira orbital ESS-200 - DWT	155.9	155.9	40630	131	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2023	2	Pc	1	Martelete perfurador/rompedor 900 W c/ maleta - DWT	549.9	549.9	40630	131	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2105	1	Pc	1	"Furadeira profissional DWT SBM-1050VS - 1050 watts, mandril 1/2"", velocidade variável, auto reverse."	362.9	362.9	40630	132	28	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2015	1	Pc	100	Disco corte 4.1/2 x 1/8 - Alcar	2.5	250	40631	133	30/60	DDL	CIF	"Item 1 e 2 Imediato, item 3 4 dias"	7 dias	Em Aberto	Sim		
2015	2	Pc	100	"Disco corte 7 x 1,8 - Sait"	8.15	815	40631	133	30/60	DDL	CIF	"Item 1 e 2 Imediato, item 3 4 dias"	7 dias	Em Aberto	Sim		
2015	3	Pc	300	"Disco desbaste 7"" - Sait"	7.8	2340	40631	133	30/60	DDL	CIF	"Item 1 e 2 Imediato, item 3 4 dias"	7 dias	Em Aberto	Não		
2086	1	Jg	1	"Jogo macho 20 x 1,5 - OSG "	270	270	40631	134	28	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2086	1	Pc	1	Macho máquina ponta helicoidal M 16 - OSG	225	225	40631	135	28	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2086	2	Pc	1	Macho máquina ponta helicoidal M 20 - OSG	298	298	40631	135	28	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2107	1	Pc	1	"Lavadora prof. LUS3501 - Somar, motor trif 2 cv, pressão 500 libras, vazão 900 l/h, mang. 10 metros"	2380	2380	40631	136	A combinar	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2107	2	Pc	1	"Lavadora prof. LUS3601 - Somar, motor trif 3 cv, pressão 600 libras, vazão 900 l/h mang. 10 metros"	2495	2495	40631	136	A combinar	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2107	3	Pc	1	"Lavadora prof. LUS3701 - Somar, motor trif 3 cv, pressão 700 libras, vazão 1500 l/h mangueira 10 metros"	2665	2665	40631	136	A combinar	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2008	4	PC	5	Lima p/ moto serra 5/32 - K&F	4.25	21.25	40631	137	35 dias 	DDL	CIF	Imed a 15 dias 	10 dias 	Em Aberto	Sim		
2008	5	PC	5	Lima p/ moto serra 3/16 - K&F	4.25	21.25	40631	137	35 dias 	DDL	CIF	Imed a 15 dias 	10 dias 	Em Aberto	Sim		
2008	6	PC	2	Marreta 5 kg - Eccofer 	79.2	158.4	40631	137	35 dias 	DDL	CIF	Imed a 15 dias 	10 dias 	Em Aberto	Não		
2012	1	PC	10	TESTE	12	120	40632	138	23	DDL	CIF	40663	5 dias	Concluido	Sim		
2089	1	PC	12	TESTE TESTE	2	24	40632	139	23	DDL	CIF	40663	23 DIAS	Concluido	Sim		
2008	1	M	150	Cabo aço 5/8 - 6 x 41 - Vonder 	20.45	3067.5	40637	140	35 dias 	DDL	CIF	5 dias 	10 dias 	Em Aberto	Não		
2008	1	PC	150	Lixa ferro 80 	1.45	217.5	40638	141	35 dias 	DDL	CIF	10 dias 	10 dias 	Em Aberto	Não		
2008	1	PC	15	Pastilha TNMG 160408 - Brassinter 	15.1	226.5	40638	142	35 DIAS 	DDL	CIF	Até 30 dias 	10 dias 	Em Aberto	Sim		
2008	2	PC	130	Pastilha KNUX 160405 R11 - Brassinter 	19	2470	40638	142	35 DIAS 	DDL	CIF	Até 30 dias 	10 dias 	Em Aberto	Sim		
2009	1	PC	10	Broca aço rápido Dewalt 3/8	6.3	63	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	2	PC	10	Broca aço rápido Dewalt 1/2	14.85	148.5	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	3	PC	15	Broca aço rápido Dewalt 1/8	1.99	29.85	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	4	PC	10	Broca aço rápido Rocast 9/16 	36	360	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	5	PC	15	Broca aço rápido Rocast 13/64	2.98	44.7	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	6	PC	15	Broca aço rápido Dewalt 3/16 	2.5	37.5	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	7	PC	15	Broca aço rápido Dewalt 5/16	5.6	84	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	8	PC	1	Macho BSW 1/2 - Htom	23.2	23.2	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	9	PC	3	Macho BSW 1/4 - Htom	13.8	41.4	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	10	PC	3	Macho BSW 3/16 - Htom	13.25	39.75	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	11	PC	1	Macho BSW 3/8 - Htom 	18.7	18.7	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	12	PC	3	Macho BSW 5/16 - Htom 	15.6	46.8	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	13	PC	3	Macho BSW 5/32 - Htom 	12.15	36.45	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2009	14	PC	1	Macho BSW 9/16 - Htom 	33.35	33.35	40639	143	28 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto			
2108	1	PC	1	"Alicate universal 8"" Tramontina Pro"	28.4	28.4	40640	144	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto			
2108	2	PC	1	"Alicate corte 6"" Tramontina Pro "	37.9	37.9	40640	144	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto			
2108	3	PC	1	"Alicate bico 6"" Worker"	10.45	10.45	40640	144	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto			
2108	4	PC	1	Chave fenda 3/16 x 4 Tramontina Pro 	6.55	6.55	40640	144	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto			
2108	5	PC	1	Chave fenda 1/4 x 5 Tramontina Pro 	7.8	7.8	40640	144	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto			
2108	6	PC	1	Chave phillips 3/16 x 4 Tramontina Pro 	6.65	6.65	40640	144	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto			
2108	7	PC	1	Chave phillips 1/4 x 6 Tramontina Pro	8.55	8.55	40640	144	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto			
2013	1	Jg	1	Jogo chave combinada 6 a 32 - Tramontina Pro	298	298	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	2	Jg	1	"Jogo chave combinada 1/4"" a 1.1/4"" - Tramontina Pro"	298	298	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	3	Jg	1	Jogo chave allen mm - Gedore	89.7	89.7	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	4	Pc	1	"Chave ajustável ""inglesa"" 10"" - Stanley"	29.9	29.9	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	5	Pc	1	"Alicate bico meia cana isolado 6"" - Tramontina Pro"	39.9	39.9	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	6	Pc	1	Alicate anéis interno - Tramontina Pro	35.9	35.9	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	7	Pc	1	Alicate anéis externo - Tramontina Pro	37.9	37.9	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	8	Pc	1	"Grifo 14"" - Stanley"	85.5	85.5	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	9	Pc	1	Chave fenda 1/4 x 5 - Tramontina Pro	7.8	7.8	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	10	Pc	1	Chave fenda 5/16 x 5 - Tramontina Pro	11.9	11.9	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	11	Pc	1	Martelo bola 400 gramas - Tramontina Pro	29.9	29.9	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	12	Pc	1	Lanterna led	14.9	14.9	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	13	Pc	4	Pé de cabra	13	52	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	14	Pc	2	Colher de pedreiro	9	18	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	15	Pc	2	Tesoura para uso geral - 25 cm 	12	24	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	16	Pc	3	Espátula 6 cm - Tramontina Pro	6	18	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	17	Pc	2	Serrote profissional - Ramada	42.9	85.8	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Sim		
2013	18	Pc	3	"Tesoura para cortar vergalhão 18"" - Vonder"	78.9	236.7	40640	145	30	DDL	CIF	Imediato a 3 dias	7 dias	Em Aberto	Não		
2047	1	Pc	1	Serra copo Starrett 38 mm	32.9	32.9	40640	146	30	DDL	CIF	Imedaito	5 dias	Concluido	Sim		
2013	1	Pc	4	Lanterna led	20	80	40640	147	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2013	2	Pc	6	Trena aço 5 metros - Starret	13	78	40640	147	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2013	3	Pc	10	Lâmpadas incandescente 200W	5.5	55	40640	147	30	DDL	CIF	Imediato	7 dias	Em Aberto	Não		
2109	1	Pc	2	"Cabo aço 1/4, medindo 1 metro com laço tipo FT nas estremidades"	19.9	39.8	40640	148	30	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2109	2	Pc	2	"Cabo aço 5/16, medindo 1 metro com laço tipo FT nas duas estremidades"	36.5	73	40640	148	30	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2109	3	Pc	2	"Cabo aço 3/8, medidndo 1,5 metros com laço tipo FT nas duas estremidades"	55.9	111.8	40640	148	30	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2008	1	PC	4	Calço Shim Bobina 2500 x 150 x 0.508 mm - aço temperado 	352	1408	40640	149	35 dias 	DDL	CIF	até 30 dias 	10 dias 	Em Aberto	Não		
2008	2	PC	4	CAlço Shim Bobina 2500 x 150 x 0.200 mm - aço temperado 	327.5	1310	40640	149	35 dias 	DDL	CIF	até 30 dias 	10 dias 	Em Aberto	Não		
2008	3	PC	4	Calço Shim Bobina 2500 x 150 x 0.152 mm - aço temperado 	305.9	1223.6	40640	149	35 dias 	DDL	CIF	até 30 dias 	10 dias 	Em Aberto	Não		
2008	4	PC	4	Calço Shim Bobina 2500 x 150 x 0.102 mm - aço temperado 	285.2	1140.8	40640	149	35 dias 	DDL	CIF	até 30 dias 	10 dias 	Em Aberto	Sim		
2005	1	PC	1	Suporte Sandvik RF123G20-2525B	815	815	40640	150	30 dias 	DDL	CIF	5 dias 	10 dias 	Em Aberto			
2005	1	PC	1	Base magnética c/ ajuste King Tools 	135	135	40640	151	30 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2009	1	Milheiro	10	"Rebite repuxo corpo alumínio 3,2 x 8,0 "	25.8	258	40641	152	28 dias 	DDL	CIF	até 15 dias 	10 dias 	Em Aberto			
2005	1	PC	1	Ponta rotativa Super CM 4 - Cabri 	420	420	40641	153	30 dias 	DDL	CIF	5 dias 	10 dias 	Em Aberto	Não		
2063	1	Pc	1	Torquímetro 3/4 - 15 a 35 kg - Tramontina Pro	1926	1926	40641	154	30	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2063	2	Pc	1	"Extensão 3/4 x 8"" - Tramontina Pro"	54.9	54.9	40641	154	30	DDL	CIF	7 dias	7 dias	Em Aberto	Sim		
2063	3	Pc	1	Soquete 3/4 x 24	26.5	26.5	40641	154	30	DDL	CIF	7 dias	7 dias	Em Aberto	Sim		
2063	4	Pc	1	Soquete 3/4 x 27	28.9	28.9	40641	154	30	DDL	CIF	7 dias	7 dias	Em Aberto	Sim		
2095	1	Pc	5	"Broca aço rápido 4,3 mm"	5	25	40641	155	28	DDL	CIF	Imediato	7 dias	Concluido	Sim		
2095	2	Pc	3	Espátula nº 10	6.5	19.5	40641	155	28	DDL	CIF	Imediato	7 dias	Concluido	sim		
2110	1	Pc	1	Soquete 1/2 x 9 mm 	7.9	7.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	2	Pc	1	Soquete 1/2 x 11 mm	8.9	8.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	3	Pc	1	Soquete 1/2 x 13 mm	9.9	9.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	4	Pc	1	Soquete 1/2 x 14 mm	10.9	10.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	5	Pc	1	Soquete 1/2 x 16 mm	10.9	10.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	6	Pc	1	Soquete 1/2 x 20 mm	10.9	10.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	7	Pc	1	Soquete 1/2 x 21 mm	12.9	12.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	8	Pc	1	Soquete 1/2 x 22 mm 	12.9	12.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	9	Pc	1	Soquete 1/2 x 23 mm	12.9	12.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	10	Pc	1	Soquete 1/2 x 25 mm	12.9	12.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	11	Pc	1	Soquete 1/2 x 26 mm	12.9	12.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	12	Pc	1	Soquete 1/2 x 27 mm	12.9	12.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	13	Pc	1	Soquete 1/2 x 29 mm	14.9	14.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	14	Pc	1	Soquete 1/2 x 32 mm	15.3	15.3	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	15	Pc	1	Soquete 3/4 x 35 mm	28.6	28.6	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	16	Pc	1	Soquete 3/4 x 38 mm	36.2	36.2	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	17	Pc	1	"Soquete 1/2 x 5/16"""	7.9	7.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	18	Pc	1	"Soquete 1/2 x 15/16"""	9.5	9.5	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	19	Pc	1	"Soquete 3/4 x 1.3/4"""	43.8	43.8	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	20	Pc	1	"Soquete 1"" x 1.7/8"""	66	66	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Não		
2110	21	Pc	1	"Soquete 3/4 x 2"""	56.5	56.5	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Não		
2110	22	Pc	1	"Soquete 1"" x 2.1/2"""	109	109	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Não		
2110	23	Pc	1	Chave fixa 18 x 19	11.5	11.5	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	24	Pc	1	Chave fixa 24 x 26	17.9	17.9	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	25	Pc	1	Chave fixa 27 x 32	25.8	25.8	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	26	Pc	1	Chave fixa 3/8 x 7/16	7.3	7.3	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	27	Pc	1	Chave fixa 1/2 x 9/16	8.5	8.5	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	28	Pc	1	Chave fixa 5/8 x 11/16	9.85	9.85	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	29	Pc	1	Chave fixa 3/4 x 25/32	11.3	11.3	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	30	Pc	1	Chave estrela 10 x 11	9.1	9.1	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	31	Pc	1	Chave estrela 14 x 15	11.55	11.55	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	32	Pc	1	Chave estrela 3/8 x 7/16	9.1	9.1	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	33	Pc	1	Chave estrela 1/2 x 9/16	11.55	11.55	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	34	Pc	1	Chave combinada 10 mm	7.5	7.5	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	35	Pc	1	Chave combinada 11 mm	8.1	8.1	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	36	Pc	1	Chave combinada 17 mm	12.85	12.85	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	37	Pc	1	Chave combinada 20 mm	15.4	15.4	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	38	Pc	1	Chave combinada 24 mm	19.35	19.35	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	39	Pc	1	Chave combinada 26 mm	25.2	25.2	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	40	Pc	1	Chave combinada 30 mm	37.8	37.8	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	41	Pc	1	Chave combinada 32 mm	41.8	41.8	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2110	42	Pc	1	"Chave combinada 3/8"""	7.5	7.5	40644	156	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
